Meas_numb;SHT75_temp;SHT75_hum;SHT75_time;HTU21DF_temp;HTU21DF_hum;HTU21DF_time;SHT31_temp;SHT31_hum;SHT31_time;BME280_temp;BME280_hum;BME280_time;DHT22_temp;DHT22_hum;DHT22_time
0;30.16;54.26;2412.00;29.37;55.55;2530.00;30.35;57.42;2582.00;30.82;50.55;2584.00;29.60;60.80;2590.00
1;30.17;54.36;3499.00;29.37;55.56;3617.00;30.34;57.36;3669.00;30.82;50.48;3671.00;29.60;60.80;3671.00
2;30.18;54.39;4580.00;29.38;55.42;4698.00;30.34;57.34;4750.00;30.83;50.44;4752.00;29.20;62.20;4759.00
3;30.20;54.30;5667.00;29.41;55.09;5785.00;30.37;57.35;5837.00;30.84;50.62;5839.00;29.20;62.20;5839.00
4;30.21;53.95;6748.00;29.42;54.64;6866.00;30.35;57.43;6918.00;30.83;50.77;6920.00;29.20;62.20;6927.00
5;30.20;53.72;7835.00;29.42;54.44;7953.00;30.34;57.43;8005.00;30.83;50.73;8007.00;29.20;62.20;8007.00
6;30.22;53.72;8916.00;29.42;54.44;9034.00;30.34;57.41;9086.00;30.84;50.69;9088.00;29.20;62.00;9094.00
7;30.22;53.72;10003.00;29.43;54.48;10121.00;30.35;57.34;10173.00;30.84;50.71;10175.00;29.20;62.00;10175.00
8;30.20;53.59;11089.00;29.43;54.40;11207.00;30.35;57.32;11259.00;30.82;50.61;11261.00;29.20;61.90;11267.00
9;30.19;53.43;12181.00;29.43;54.05;12299.00;30.35;57.25;12351.00;30.82;50.29;12353.00;29.20;61.90;12353.00
10;30.16;53.17;13401.00;29.43;53.72;13519.00;30.35;57.11;13571.00;30.81;49.97;13573.00;29.20;61.70;13579.00
11;30.15;52.95;14493.00;29.44;53.66;14611.00;30.34;56.91;14663.00;30.81;49.78;14665.00;29.20;61.70;14665.00
12;30.14;52.85;15579.00;29.44;53.63;15697.00;30.35;56.69;15749.00;30.80;49.74;15751.00;29.20;61.40;15757.00
13;30.13;52.82;16671.00;29.44;53.57;16789.00;30.34;56.56;16841.00;30.80;49.76;16843.00;29.20;61.40;16843.00
14;30.13;52.82;17757.00;29.45;53.52;17875.00;30.34;56.49;17927.00;30.80;49.81;17929.00;29.20;61.20;17935.00
15;30.11;52.81;18849.00;29.45;53.47;18967.00;30.34;56.46;19019.00;30.79;49.85;19021.00;29.20;61.20;19021.00
16;30.10;52.78;19935.00;29.45;53.46;20053.00;30.32;56.47;20105.00;30.79;49.89;20107.00;29.30;61.10;20114.00
17;30.10;52.75;21027.00;29.46;53.46;21145.00;30.32;56.46;21197.00;30.78;49.90;21199.00;29.30;61.10;21199.00
18;30.10;52.72;22113.00;29.45;53.46;22231.00;30.34;56.44;22283.00;30.78;49.90;22285.00;29.30;60.90;22291.00
19;30.08;52.75;23205.00;29.46;53.41;23323.00;30.34;56.46;23375.00;30.78;49.90;23377.00;29.30;60.90;23377.00
20;30.06;52.81;24425.00;29.47;53.34;24543.00;30.34;56.46;24595.00;30.78;49.91;24597.00;29.20;60.70;24604.00
21;30.07;52.90;25517.00;29.47;53.30;25635.00;30.34;56.46;25687.00;30.77;49.90;25689.00;29.20;60.70;25689.00
22;30.07;53.00;26603.00;29.47;53.26;26721.00;30.32;56.44;26773.00;30.77;49.90;26775.00;29.30;60.70;26782.00
23;30.06;53.06;27695.00;29.47;53.25;27813.00;30.32;56.43;27865.00;30.76;49.89;27867.00;29.30;60.70;27867.00
24;30.05;53.09;28781.00;29.47;53.24;28899.00;30.34;56.40;28951.00;30.76;49.89;28953.00;29.30;60.50;28960.00
25;30.04;53.09;29873.00;29.47;53.22;29991.00;30.31;56.39;30043.00;30.75;49.86;30045.00;29.30;60.50;30045.00
26;30.03;53.06;30959.00;29.48;53.21;31077.00;30.32;56.35;31129.00;30.75;49.85;31131.00;29.30;60.40;31137.00
27;30.02;53.06;32051.00;29.47;53.20;32169.00;30.32;56.32;32221.00;30.74;49.83;32223.00;29.30;60.40;32223.00
28;30.02;53.06;33137.00;29.49;53.19;33255.00;30.34;56.32;33307.00;30.74;49.81;33309.00;29.30;60.40;33315.00
29;30.02;53.06;34229.00;29.49;53.19;34347.00;30.34;56.28;34399.00;30.73;49.80;34401.00;29.30;60.40;34401.00
30;30.00;52.99;35449.00;29.48;53.20;35567.00;30.34;56.25;35619.00;30.73;49.78;35621.00;29.30;60.20;35627.00
31;30.01;52.99;36541.00;29.49;53.22;36659.00;30.31;56.26;36711.00;30.72;49.76;36713.00;29.30;60.20;36713.00
32;29.98;52.96;37627.00;29.49;53.25;37745.00;30.35;56.19;37797.00;30.71;49.76;37799.00;29.30;60.10;37805.00
33;29.98;52.92;38719.00;29.48;53.25;38837.00;30.34;56.18;38889.00;30.71;49.76;38891.00;29.30;60.10;38891.00
34;29.98;52.89;39805.00;29.49;53.23;39923.00;30.31;56.15;39975.00;30.70;49.75;39977.00;29.30;60.00;39983.00
35;29.96;52.89;40897.00;29.48;53.21;41015.00;30.32;56.11;41067.00;30.69;49.72;41069.00;29.30;60.00;41069.00
36;29.95;52.86;41983.00;29.49;53.17;42101.00;30.30;56.13;42153.00;30.69;49.69;42155.00;29.30;60.00;42161.00
37;29.95;52.82;43075.00;29.49;53.12;43193.00;30.32;56.12;43245.00;30.70;49.68;43247.00;29.30;60.00;43247.00
38;29.95;52.82;44161.00;29.49;53.06;44279.00;30.31;56.08;44331.00;30.69;49.69;44333.00;29.30;59.90;44340.00
39;29.94;52.82;45253.00;29.49;52.99;45371.00;30.32;56.10;45423.00;30.68;49.69;45425.00;29.30;59.90;45425.00
40;29.93;52.82;46560.00;29.49;52.95;46678.00;30.31;56.07;46730.00;30.67;49.68;46732.00;29.30;59.80;46739.00
41;29.94;52.79;47652.00;29.49;52.96;47770.00;30.32;56.07;47822.00;30.67;49.66;47824.00;29.30;59.80;47824.00
42;29.92;52.76;48738.00;29.50;52.99;48856.00;30.31;56.05;48908.00;30.66;49.64;48910.00;29.30;59.80;48917.00
43;29.94;52.57;49830.00;29.50;53.01;49948.00;30.31;56.02;50000.00;30.66;49.62;50002.00;29.30;59.80;50002.00
44;29.93;52.12;50916.00;29.51;52.99;51034.00;30.32;56.02;51086.00;30.66;49.59;51088.00;29.30;59.70;51095.00
45;29.92;51.82;52008.00;29.50;52.95;52126.00;30.32;55.95;52178.00;30.66;49.49;52180.00;29.30;59.70;52180.00
46;29.92;51.73;53094.00;29.51;52.83;53212.00;30.31;55.89;53264.00;30.65;49.43;53266.00;29.40;59.70;53273.00
47;29.91;51.76;54186.00;29.50;52.52;54304.00;30.30;55.91;54356.00;30.64;49.48;54358.00;29.40;59.70;54358.00
48;29.91;51.89;55272.00;29.50;51.97;55390.00;30.30;55.93;55442.00;30.64;49.55;55444.00;29.30;59.50;55451.00
49;29.92;51.99;56364.00;29.51;51.51;56482.00;30.30;55.88;56534.00;30.63;49.56;56536.00;29.30;59.50;56536.00
50;29.90;52.05;57584.00;29.50;51.25;57702.00;30.28;55.82;57754.00;30.63;49.44;57756.00;29.30;59.30;57763.00
51;29.90;51.95;58676.00;29.50;51.16;58794.00;30.30;55.75;58846.00;30.63;49.30;58848.00;29.30;59.30;58848.00
52;29.90;51.89;59762.00;29.50;51.15;59880.00;30.28;55.64;59932.00;30.62;49.18;59934.00;29.30;59.00;59941.00
53;29.89;51.82;60854.00;29.50;51.20;60972.00;30.30;55.47;61024.00;30.62;49.11;61026.00;29.30;59.00;61026.00
54;29.88;51.79;61940.00;29.50;51.29;62058.00;30.30;55.28;62110.00;30.61;49.04;62112.00;29.30;58.80;62118.00
55;29.85;51.78;63032.00;29.50;51.38;63150.00;30.28;55.18;63202.00;30.61;49.00;63204.00;29.30;58.80;63204.00
56;29.85;51.62;64118.00;29.50;51.45;64236.00;30.28;55.13;64288.00;30.60;48.90;64290.00;29.30;58.70;64297.00
57;29.83;51.40;65210.00;29.51;51.42;65328.00;30.27;55.04;65380.00;30.60;48.76;65382.00;29.30;58.70;65382.00
58;29.82;51.23;66296.00;29.51;51.44;66414.00;30.28;55.00;66466.00;30.60;48.64;66468.00;29.40;58.60;66475.00
59;29.82;51.14;67388.00;29.51;51.50;67506.00;30.27;54.93;67558.00;30.60;48.51;67560.00;29.40;58.60;67560.00
60;29.80;51.04;68612.00;29.50;51.58;68730.00;30.28;54.82;68782.00;30.59;48.23;68784.00;29.40;58.40;68790.00
61;29.80;51.04;69704.00;29.50;51.61;69822.00;30.28;54.73;69874.00;30.59;48.12;69876.00;29.40;58.40;69876.00
62;29.80;51.00;70790.00;29.51;51.61;70908.00;30.27;54.64;70960.00;30.59;48.08;70962.00;29.40;58.20;70969.00
63;29.79;51.04;71882.00;29.50;51.58;72000.00;30.28;54.56;72052.00;30.59;48.00;72054.00;29.40;58.20;72054.00
64;29.79;51.07;72968.00;29.50;51.51;73086.00;30.27;54.47;73138.00;30.58;47.97;73140.00;29.40;58.10;73147.00
65;29.79;51.07;74060.00;29.50;51.40;74178.00;30.27;54.49;74230.00;30.58;48.00;74232.00;29.40;58.10;74232.00
66;29.78;51.07;75146.00;29.49;51.28;75264.00;30.26;54.49;75316.00;30.57;48.11;75318.00;29.40;58.10;75325.00
67;29.79;51.13;76238.00;29.50;51.19;76356.00;30.27;54.52;76408.00;30.58;48.26;76410.00;29.40;58.10;76410.00
68;29.79;51.10;77324.00;29.50;51.14;77442.00;30.27;54.54;77494.00;30.57;48.32;77496.00;29.40;58.00;77502.00
69;29.78;51.03;78416.00;29.51;51.15;78534.00;30.27;54.51;78586.00;30.57;48.32;78588.00;29.40;58.00;78588.00
70;29.79;50.97;79636.00;29.50;51.18;79754.00;30.24;54.48;79806.00;30.57;48.29;79808.00;29.40;57.90;79814.00
71;29.79;50.97;80728.00;29.51;51.22;80846.00;30.27;54.51;80898.00;30.57;48.23;80900.00;29.40;57.90;80900.00
72;29.78;51.00;81814.00;29.50;51.25;81932.00;30.27;54.49;81984.00;30.56;48.14;81986.00;29.40;57.80;81992.00
73;29.78;51.07;82906.00;29.50;51.28;83024.00;30.26;54.50;83076.00;30.56;48.05;83078.00;29.40;57.80;83078.00
74;29.77;51.13;83992.00;29.49;51.28;84110.00;30.26;54.40;84162.00;30.56;48.00;84164.00;29.40;57.70;84170.00
75;29.78;51.16;85084.00;29.50;51.25;85202.00;30.27;54.37;85254.00;30.55;47.99;85256.00;29.40;57.70;85256.00
76;29.77;51.26;86170.00;29.51;51.20;86288.00;30.26;54.39;86340.00;30.55;48.04;86342.00;29.40;57.70;86348.00
77;29.76;51.26;87262.00;29.51;51.15;87380.00;30.24;54.42;87432.00;30.54;48.13;87434.00;29.40;57.70;87434.00
78;29.75;51.32;88348.00;29.50;51.07;88466.00;30.24;54.42;88518.00;30.54;48.20;88520.00;29.40;57.70;88526.00
79;29.75;51.35;89440.00;29.50;51.03;89558.00;30.23;54.43;89610.00;30.54;48.22;89612.00;29.40;57.70;89612.00
80;29.75;51.35;90660.00;29.50;51.02;90778.00;30.23;54.41;90830.00;30.53;48.22;90832.00;29.40;57.60;90838.00
81;29.74;51.32;91752.00;29.51;51.05;91870.00;30.26;54.40;91922.00;30.53;48.20;91924.00;29.40;57.60;91924.00
82;29.74;51.29;92838.00;29.49;51.03;92956.00;30.23;54.41;93008.00;30.52;48.15;93010.00;29.40;57.60;93016.00
83;29.76;51.29;93930.00;29.49;51.02;94048.00;30.27;54.40;94100.00;30.53;48.12;94102.00;29.40;57.60;94102.00
84;29.74;51.29;95016.00;29.49;51.05;95134.00;30.26;54.36;95186.00;30.52;48.08;95188.00;29.40;57.50;95195.00
85;29.75;51.32;96108.00;29.49;51.11;96226.00;30.23;54.35;96278.00;30.51;48.04;96280.00;29.40;57.50;96280.00
86;29.74;51.35;97194.00;29.49;51.12;97312.00;30.23;54.31;97364.00;30.52;48.01;97366.00;29.40;57.50;97373.00
87;29.74;51.35;98286.00;29.50;51.11;98404.00;30.21;54.24;98456.00;30.51;47.98;98458.00;29.40;57.50;98458.00
88;29.74;51.32;99372.00;29.49;51.09;99490.00;30.21;54.18;99542.00;30.51;47.99;99544.00;29.40;57.40;99551.00
89;29.74;51.29;100464.00;29.49;51.08;100582.00;30.23;54.17;100634.00;30.51;47.99;100636.00;29.40;57.40;100636.00
90;29.73;51.25;101689.00;29.49;51.05;101807.00;30.23;54.17;101859.00;30.50;48.03;101861.00;29.40;57.40;101868.00
91;29.73;51.25;102786.00;29.49;51.01;102904.00;30.23;54.19;102956.00;30.50;48.08;102958.00;29.40;57.40;102958.00
92;29.73;51.25;103877.00;29.49;50.93;103995.00;30.24;54.19;104047.00;30.49;48.11;104049.00;29.40;57.30;104056.00
93;29.73;51.25;104974.00;29.50;50.85;105092.00;30.20;54.20;105144.00;30.49;48.15;105146.00;29.40;57.30;105146.00
94;29.73;51.29;106065.00;29.49;50.77;106183.00;30.21;54.24;106235.00;30.49;48.17;106237.00;29.40;57.30;106244.00
95;29.74;51.25;107162.00;29.49;50.67;107280.00;30.23;54.22;107332.00;30.49;48.16;107334.00;29.40;57.30;107334.00
96;29.72;51.25;108253.00;29.49;50.64;108371.00;30.21;54.20;108423.00;30.49;48.14;108425.00;29.40;57.30;108432.00
97;29.72;51.22;109350.00;29.49;50.67;109468.00;30.21;54.20;109520.00;30.48;48.13;109522.00;29.40;57.30;109522.00
98;29.72;51.19;110441.00;29.49;50.72;110559.00;30.21;54.18;110611.00;30.47;48.12;110613.00;29.40;57.20;110620.00
99;29.70;51.15;111538.00;29.48;50.81;111656.00;30.21;54.17;111708.00;30.48;48.10;111710.00;29.40;57.20;111710.00
100;29.73;51.16;112764.00;29.49;50.86;112882.00;30.21;54.14;112934.00;30.47;48.06;112936.00;29.40;57.10;112943.00
101;29.72;51.12;113861.00;29.49;50.86;113979.00;30.20;54.17;114031.00;30.47;48.03;114033.00;29.40;57.10;114033.00
102;29.72;51.12;114952.00;29.47;50.84;115070.00;30.20;54.11;115122.00;30.46;48.03;115124.00;29.40;57.10;115131.00
103;29.71;51.12;116049.00;29.49;50.77;116167.00;30.17;54.07;116219.00;30.45;48.04;116221.00;29.40;57.10;116221.00
104;29.71;51.09;117140.00;29.48;50.70;117258.00;30.21;54.06;117310.00;30.46;48.01;117312.00;29.40;57.00;117319.00
105;29.70;51.06;118237.00;29.48;50.59;118355.00;30.18;54.08;118407.00;30.45;48.00;118409.00;29.40;57.00;118409.00
106;29.70;50.93;119328.00;29.48;50.39;119446.00;30.20;54.06;119498.00;30.45;48.00;119500.00;29.40;56.90;119506.00
107;29.72;50.80;120425.00;29.49;50.20;120543.00;30.18;54.06;120595.00;30.44;47.99;120597.00;29.40;56.90;120597.00
108;29.73;50.67;121516.00;29.48;50.00;121634.00;30.20;53.97;121686.00;30.45;47.92;121688.00;29.40;56.80;121694.00
109;29.75;50.61;122613.00;29.48;49.91;122731.00;30.20;53.88;122783.00;30.44;47.76;122785.00;29.40;56.80;122785.00
110;29.75;50.51;123839.00;29.50;49.87;123957.00;30.18;53.78;124009.00;30.45;47.63;124011.00;29.50;56.70;124018.00
111;29.77;50.49;124936.00;29.50;49.87;125054.00;30.18;53.68;125106.00;30.45;47.61;125108.00;29.50;56.70;125108.00
112;29.77;50.42;126027.00;29.49;49.87;126145.00;30.18;53.64;126197.00;30.44;47.57;126199.00;29.50;56.60;126205.00
113;29.78;50.36;127124.00;29.50;49.86;127242.00;30.20;53.61;127294.00;30.44;47.56;127296.00;29.50;56.60;127296.00
114;29.80;50.33;128215.00;29.51;49.84;128333.00;30.20;53.55;128385.00;30.45;47.53;128387.00;29.40;56.50;128394.00
115;29.80;50.33;129312.00;29.51;49.84;129430.00;30.18;53.51;129482.00;30.44;47.52;129484.00;29.40;56.50;129484.00
116;29.82;50.30;130403.00;29.51;49.85;130521.00;30.18;53.50;130573.00;30.45;47.51;130575.00;29.50;56.50;130582.00
117;29.82;50.27;131501.00;29.51;49.86;131619.00;30.20;53.48;131671.00;30.44;47.51;131673.00;29.50;56.50;131673.00
118;29.83;50.27;132592.00;29.52;49.87;132710.00;30.16;53.48;132762.00;30.44;47.52;132764.00;29.50;56.40;132771.00
119;29.82;50.23;133689.00;29.52;49.90;133807.00;30.18;53.49;133859.00;30.44;47.55;133861.00;29.50;56.40;133861.00
120;29.81;50.23;134918.00;29.52;49.91;135036.00;30.20;53.45;135088.00;30.44;47.57;135090.00;29.50;56.30;135097.00
121;29.84;50.24;136015.00;29.52;49.91;136133.00;30.21;53.48;136185.00;30.44;47.58;136187.00;29.50;56.30;136187.00
122;29.83;50.23;137106.00;29.50;49.92;137224.00;30.18;53.48;137276.00;30.44;47.60;137278.00;29.50;56.30;137285.00
123;29.84;50.24;138203.00;29.51;49.90;138321.00;30.18;53.49;138373.00;30.44;47.60;138375.00;29.50;56.30;138375.00
124;29.85;50.24;139294.00;29.51;49.90;139412.00;30.18;53.51;139464.00;30.43;47.58;139466.00;29.50;56.20;139473.00
125;29.84;50.24;140391.00;29.52;49.91;140509.00;30.17;53.51;140561.00;30.43;47.56;140563.00;29.50;56.20;140563.00
126;29.85;50.27;141482.00;29.51;49.93;141600.00;30.17;53.49;141652.00;30.43;47.53;141654.00;29.50;56.20;141661.00
127;29.85;50.24;142579.00;29.51;49.94;142697.00;30.17;53.49;142749.00;30.42;47.52;142751.00;29.50;56.20;142751.00
128;29.84;50.24;143670.00;29.52;49.96;143788.00;30.18;53.51;143840.00;30.42;47.51;143842.00;29.50;56.20;143849.00
129;29.86;50.24;144767.00;29.51;49.97;144885.00;30.17;53.45;144937.00;30.42;47.50;144939.00;29.50;56.20;144939.00
130;29.84;50.20;145993.00;29.53;49.98;146111.00;30.17;53.49;146163.00;30.41;47.48;146165.00;29.50;56.10;146172.00
131;29.85;50.24;147090.00;29.51;49.97;147208.00;30.14;53.47;147260.00;30.41;47.48;147262.00;29.50;56.10;147262.00
132;29.84;50.20;148181.00;29.51;49.98;148299.00;30.20;53.45;148351.00;30.41;47.48;148353.00;29.50;56.10;148360.00
133;29.83;50.20;149278.00;29.53;49.97;149396.00;30.16;53.46;149448.00;30.41;47.48;149450.00;29.50;56.10;149450.00
134;29.82;50.20;150369.00;29.50;49.97;150487.00;30.16;53.46;150539.00;30.41;47.48;150541.00;29.50;56.10;150548.00
135;29.83;50.23;151466.00;29.50;49.97;151584.00;30.16;53.47;151636.00;30.41;47.48;151638.00;29.50;56.10;151638.00
136;29.82;50.23;152557.00;29.51;49.97;152675.00;30.16;53.44;152727.00;30.40;47.48;152729.00;29.50;56.00;152735.00
137;29.82;50.23;153654.00;29.51;49.96;153772.00;30.16;53.44;153824.00;30.39;47.48;153826.00;29.50;56.00;153826.00
138;29.82;50.23;154745.00;29.51;49.96;154863.00;30.14;53.48;154915.00;30.40;47.49;154917.00;29.50;56.00;154923.00
139;29.82;50.23;155842.00;29.51;49.95;155960.00;30.16;53.50;156012.00;30.40;47.49;156014.00;29.50;56.00;156014.00
140;29.81;50.23;157068.00;29.51;49.95;157186.00;30.14;53.47;157238.00;30.40;47.49;157240.00;29.50;56.00;157246.00
141;29.80;50.23;158165.00;29.51;49.95;158283.00;30.16;53.46;158335.00;30.39;47.49;158337.00;29.50;56.00;158337.00
142;29.80;50.23;159256.00;29.51;49.96;159374.00;30.18;53.48;159426.00;30.40;47.49;159428.00;29.50;56.00;159434.00
143;29.80;50.23;160353.00;29.50;49.95;160471.00;30.14;53.47;160523.00;30.39;47.49;160525.00;29.50;56.00;160525.00
144;29.78;50.26;161444.00;29.50;49.95;161562.00;30.17;53.44;161614.00;30.39;47.49;161616.00;29.50;55.90;161623.00
145;29.78;50.26;162541.00;29.50;49.97;162659.00;30.14;53.46;162711.00;30.38;47.50;162713.00;29.50;55.90;162713.00
146;29.79;50.29;163632.00;29.50;49.96;163750.00;30.17;53.47;163802.00;30.38;47.49;163804.00;29.50;55.90;163811.00
147;29.78;50.29;164729.00;29.50;49.95;164847.00;30.17;53.43;164899.00;30.38;47.49;164901.00;29.50;55.90;164901.00
148;29.78;50.29;165820.00;29.50;49.99;165938.00;30.17;53.43;165990.00;30.38;47.49;165992.00;29.50;55.90;165999.00
149;29.78;50.29;166917.00;29.50;49.97;167035.00;30.14;53.43;167087.00;30.38;47.49;167089.00;29.50;55.90;167089.00
150;29.78;50.29;168143.00;29.50;49.97;168261.00;30.17;53.46;168313.00;30.37;47.50;168315.00;29.50;55.80;168322.00
151;29.78;50.33;169240.00;29.49;49.98;169358.00;30.17;53.44;169410.00;30.37;47.50;169412.00;29.50;55.80;169412.00
152;29.76;50.32;170331.00;29.49;49.99;170449.00;30.14;53.43;170501.00;30.37;47.50;170503.00;29.50;55.80;170510.00
153;29.76;50.32;171428.00;29.50;49.97;171546.00;30.14;53.45;171598.00;30.37;47.50;171600.00;29.50;55.80;171600.00
154;29.74;50.35;172519.00;29.49;49.99;172637.00;30.14;53.46;172689.00;30.36;47.51;172691.00;29.50;55.80;172698.00
155;29.75;50.35;173616.00;29.50;50.00;173734.00;30.13;53.43;173786.00;30.37;47.50;173788.00;29.50;55.80;173788.00
156;29.75;50.35;174707.00;29.50;49.98;174825.00;30.13;53.45;174877.00;30.37;47.50;174879.00;29.50;55.80;174886.00
157;29.75;50.35;175804.00;29.49;49.99;175922.00;30.16;53.45;175974.00;30.36;47.50;175976.00;29.50;55.80;175976.00
158;29.75;50.35;176895.00;29.48;49.99;177013.00;30.13;53.49;177065.00;30.36;47.50;177067.00;29.50;55.80;177074.00
159;29.75;50.39;177992.00;29.49;49.99;178110.00;30.14;53.43;178162.00;30.36;47.51;178164.00;29.50;55.80;178164.00
160;29.74;50.38;179221.00;29.49;50.00;179339.00;30.14;53.46;179391.00;30.36;47.51;179393.00;29.50;55.80;179400.00
161;29.73;50.42;180318.00;29.48;50.00;180436.00;30.13;53.48;180488.00;30.36;47.52;180490.00;29.50;55.80;180490.00
162;29.73;50.42;181409.00;29.48;50.00;181527.00;30.16;53.47;181579.00;30.36;47.52;181581.00;29.50;55.80;181588.00
163;29.73;50.42;182506.00;29.48;50.00;182624.00;30.14;53.45;182676.00;30.35;47.52;182678.00;29.50;55.80;182678.00
164;29.72;50.41;183597.00;29.48;50.00;183715.00;30.14;53.44;183767.00;30.35;47.52;183769.00;29.50;55.80;183776.00
165;29.71;50.45;184694.00;29.48;50.01;184812.00;30.13;53.45;184864.00;30.34;47.52;184866.00;29.50;55.80;184866.00
166;29.70;50.44;185785.00;29.49;50.03;185903.00;30.10;53.46;185955.00;30.35;47.54;185957.00;29.50;55.80;185964.00
167;29.71;50.48;186882.00;29.47;50.02;187000.00;30.13;53.45;187052.00;30.35;47.54;187054.00;29.50;55.80;187054.00
168;29.71;50.48;187973.00;29.48;50.02;188091.00;30.16;53.48;188143.00;30.35;47.54;188145.00;29.60;55.80;188151.00
169;29.71;50.48;189070.00;29.48;50.03;189188.00;30.11;53.46;189240.00;30.34;47.55;189242.00;29.60;55.80;189242.00
170;29.70;50.48;190296.00;29.47;50.02;190414.00;30.11;53.49;190466.00;30.34;47.54;190468.00;29.50;55.70;190475.00
171;29.69;50.47;191393.00;29.47;50.03;191511.00;30.13;53.47;191563.00;30.34;47.54;191565.00;29.50;55.70;191565.00
172;29.69;50.51;192484.00;29.48;50.03;192602.00;30.13;53.45;192654.00;30.34;47.55;192656.00;29.50;55.70;192663.00
173;29.70;50.51;193581.00;29.47;50.04;193699.00;30.13;53.46;193751.00;30.34;47.55;193753.00;29.50;55.70;193753.00
174;29.69;50.54;194672.00;29.47;50.04;194790.00;30.13;53.47;194842.00;30.33;47.56;194844.00;29.60;55.80;194850.00
175;29.69;50.54;195769.00;29.47;50.04;195887.00;30.11;53.46;195939.00;30.33;47.56;195941.00;29.60;55.80;195941.00
176;29.68;50.54;196860.00;29.48;50.04;196978.00;30.13;53.48;197030.00;30.33;47.56;197032.00;29.50;55.70;197039.00
177;29.68;50.54;197957.00;29.47;50.05;198075.00;30.14;53.47;198127.00;30.33;47.56;198129.00;29.50;55.70;198129.00
178;29.67;50.54;199048.00;29.48;50.05;199166.00;30.13;53.48;199218.00;30.33;47.57;199220.00;29.60;55.80;199226.00
179;29.68;50.54;200145.00;29.47;50.05;200263.00;30.13;53.48;200315.00;30.32;47.57;200317.00;29.60;55.80;200317.00
180;29.68;50.57;201371.00;29.46;50.06;201489.00;30.10;53.48;201541.00;30.32;47.57;201543.00;29.50;55.70;201550.00
181;29.67;50.57;202468.00;29.46;50.06;202586.00;30.11;53.49;202638.00;30.32;47.58;202640.00;29.50;55.70;202640.00
182;29.67;50.60;203559.00;29.47;50.06;203677.00;30.11;53.46;203729.00;30.31;47.58;203731.00;29.60;55.70;203737.00
183;29.66;50.57;204656.00;29.46;50.06;204774.00;30.13;53.49;204826.00;30.31;47.58;204828.00;29.60;55.70;204828.00
184;29.66;50.60;205747.00;29.47;50.07;205865.00;30.11;53.47;205917.00;30.31;47.58;205919.00;29.60;55.70;205925.00
185;29.66;50.60;206844.00;29.47;50.06;206962.00;30.10;53.48;207014.00;30.31;47.59;207016.00;29.60;55.70;207016.00
186;29.66;50.60;207935.00;29.45;50.06;208053.00;30.09;53.46;208105.00;30.31;47.59;208107.00;29.60;55.70;208113.00
187;29.65;50.60;209032.00;29.47;50.07;209150.00;30.13;53.47;209202.00;30.31;47.59;209204.00;29.60;55.70;209204.00
188;29.66;50.60;210123.00;29.47;50.07;210241.00;30.09;53.46;210293.00;30.30;47.59;210295.00;29.60;55.70;210301.00
189;29.64;50.63;211220.00;29.46;50.07;211338.00;30.10;53.50;211390.00;30.31;47.61;211392.00;29.60;55.70;211392.00
190;29.66;50.66;212446.00;29.46;50.07;212564.00;30.10;53.47;212616.00;30.30;47.60;212618.00;29.60;55.70;212624.00
191;29.64;50.63;213543.00;29.45;50.08;213661.00;30.10;53.50;213713.00;30.31;47.60;213715.00;29.60;55.70;213715.00
192;29.65;50.66;214634.00;29.46;50.08;214752.00;30.09;53.49;214804.00;30.30;47.63;214806.00;29.60;55.70;214812.00
193;29.66;50.66;215731.00;29.46;50.09;215849.00;30.10;53.49;215901.00;30.30;47.63;215903.00;29.60;55.70;215903.00
194;29.65;50.66;216822.00;29.46;50.09;216940.00;30.11;53.49;216992.00;30.30;47.63;216994.00;29.50;55.60;217001.00
195;29.66;50.66;217919.00;29.47;50.10;218037.00;30.10;53.55;218089.00;30.29;47.64;218091.00;29.50;55.60;218091.00
196;29.66;50.66;219010.00;29.45;50.10;219128.00;30.10;53.47;219180.00;30.30;47.63;219182.00;29.60;55.70;219188.00
197;29.65;50.66;220107.00;29.46;50.10;220225.00;30.10;53.51;220277.00;30.30;47.63;220279.00;29.60;55.70;220279.00
198;29.65;50.70;221198.00;29.46;50.10;221316.00;30.10;53.52;221368.00;30.30;47.64;221370.00;29.60;55.70;221376.00
199;29.63;50.69;222295.00;29.46;50.10;222413.00;30.09;53.51;222465.00;30.29;47.65;222467.00;29.60;55.70;222467.00
200;29.63;50.69;223524.00;29.45;50.10;223642.00;30.07;53.53;223694.00;30.29;47.65;223696.00;29.60;55.70;223702.00
201;29.64;50.69;224621.00;29.45;50.11;224739.00;30.11;53.48;224791.00;30.29;47.65;224793.00;29.60;55.70;224793.00
202;29.64;50.69;225712.00;29.45;50.10;225830.00;30.13;53.51;225882.00;30.29;47.66;225884.00;29.60;55.70;225890.00
203;29.63;50.69;226809.00;29.44;50.11;226927.00;30.10;53.51;226979.00;30.29;47.66;226981.00;29.60;55.70;226981.00
204;29.62;50.72;227900.00;29.46;50.11;228018.00;30.09;53.52;228070.00;30.28;47.66;228072.00;29.60;55.70;228078.00
205;29.63;50.72;228997.00;29.45;50.12;229115.00;30.09;53.53;229167.00;30.28;47.67;229169.00;29.60;55.70;229169.00
206;29.62;50.72;230088.00;29.46;50.13;230206.00;30.10;53.53;230258.00;30.28;47.67;230260.00;29.60;55.70;230266.00
